object_id,ra,dec,base_mag,type,injection_id
100033,234.44387173493715,-70.81325454456167,21.947071827618217,background,
100034,26.35053255663971,18.620746808648022,22.009276791330098,background,
100035,65.21376583248491,32.60121371369691,19.08863008617376,background,
100036,83.50095460175115,-19.636920737007358,21.566858011117038,background,
100037,263.0341836861286,-6.262989788930739,18.36085405560471,background,
100038,203.9671303817107,-19.6123026495286,21.00691799509206,background,
100039,69.04168401306981,-51.8840368802139,20.907609522113187,background,
100040,209.57336272079002,32.57546890288401,19.138169089048063,background,
100041,229.20108558019464,20.508045256811116,18.399912243364138,background,
100042,221.93990168223004,-61.80508134471451,18.262413755279816,background,
100043,261.3527675947064,57.2013593742501,19.28106819786403,background,
100044,132.5914309824654,-9.250086428182343,22.332425629216424,background,
100045,42.60102873241944,-16.217119854668113,23.038813713813703,background,
100046,20.539699614451553,-39.206326555223974,19.570234102415437,background,
100047,41.07448255965601,-62.775570827711775,19.35190157970741,background,
100048,118.87742335373912,46.2152710239543,21.116315157023624,background,
100049,355.8297561883476,-2.6353830312203144,18.734603390153644,background,
100050,245.40101366458322,-59.91623793518018,21.93169445814995,background,
100051,350.1994762411509,58.687029299982925,22.195892250757222,background,
100052,312.678542275304,-78.35635916727631,23.734946902324513,background,
100053,105.6559763549238,77.71566949790696,20.38209024742315,background,
100054,148.5631173900228,26.297311500911334,21.87870054074764,background,
100055,186.2061774171595,-21.796149949413405,18.04026234182436,background,
100056,299.0478637872277,8.06897835813362,18.99145230265562,background,
100057,297.9068119582691,47.61500303784916,21.44117370873344,background,
100058,125.57539222901255,-70.02034221756332,22.849411260055334,background,
100059,166.74217803048302,-47.76238048034712,19.819164356766276,background,
100060,17.346964461586644,-25.190916137823905,23.740798892905715,background,
100061,112.27098885007796,49.31844806749726,22.63752889125669,background,
100062,50.68906160136339,22.034455481879405,22.68793113448383,background,
100063,26.309362329725396,22.021787631104303,23.887067020573767,background,
100064,330.6335155723471,81.1671470104587,21.462735516229927,background,
100065,25.616982662435813,-77.57863332969306,23.644707123018648,background,
100066,342.7998428511341,-82.3639863227595,19.5919568253328,background,
100067,264.39981554721294,-20.81609306565572,18.151160483755376,background,
100068,336.5979954619555,-12.50276228870581,23.267906981909007,background,
100069,73.91985793444793,-3.052854439399809,19.611202536405642,background,
100070,266.18696273927225,-51.359784484943376,21.989967097426643,background,
100071,222.0420988269148,43.71866886022903,22.427504360124153,background,
100072,91.75760960935763,43.65554991127587,18.459814838851493,background,
100073,194.7258013817091,35.3573652664993,22.212876577090977,background,
100074,303.59742040363795,-2.6829612036827655,20.001770375021195,background,
100075,3.0109254756685555,-50.819868075503514,21.97010573039914,background,
100076,97.53937139389154,-53.594247505583716,19.882960849346492,background,
100077,292.57690316150234,37.23081404049741,23.803581525158194,background,
100078,133.73493971739632,21.334870569273406,21.79843592099708,background,
100079,231.32793971650824,-75.85959043372911,22.44338833955706,background,
100080,26.935633870190294,-11.077791254895928,21.17928756653116,background,
100081,177.32486547118714,-3.0274446035396636,23.029382526490803,background,
100082,95.53324017671116,9.78074538126208,19.19703188957765,background,
100083,71.94285766149822,-80.0054940943529,21.41078939104764,background,
100084,271.39250977556867,14.020400284935903,23.426158649963142,background,
100085,16.28970804679963,-50.77643251463758,18.091061293720962,background,
100086,221.02931027708374,-44.48553871497999,21.465790526066534,background,
100087,304.1504378962678,-49.68314174428539,19.434855272607138,background,
100088,194.5067514445106,62.03986363624037,20.58781023804609,background,
100089,178.8823866600176,75.04956867616485,22.657742865095685,background,
100090,47.507515064626226,2.3729550762201796,19.166685866590132,background,
100091,318.9909991728659,71.22418996799098,19.783723225687957,background,
100092,243.5341498274176,16.9635289155475,21.61890072073768,background,
100093,356.9232844234051,40.83098958868277,22.708618090949926,background,
100094,320.87455428970753,-6.513435049017616,19.92016389937435,background,
100095,17.313231748332754,-36.780292931108555,23.595267536114704,background,
100096,348.9558524223044,-21.9889415291064,18.372220581772687,background,
100097,114.88445633536652,-5.4152330339528305,21.014945260961593,background,
100098,217.8322266745938,-50.31222490534513,21.75390473656366,background,
100099,27.632902279945686,-89.24626014696759,22.022606002781504,background,
100100,263.1133244794177,-14.39801922678069,21.47015857869924,background,
100101,264.6090670283364,19.819425966522232,20.929066051864883,background,
100102,233.77637528518406,30.397775587323366,22.791934682139818,background,
100103,74.3691658398411,-33.612034215490134,21.816410522113355,background,
100104,253.81472628729338,43.55599131251745,22.066339447207923,background,
100105,353.78623472773893,-45.00487964361066,18.440184404757616,background,
100106,224.87903074213804,-75.3904395965314,20.713214874621233,background,
100107,115.34446301047737,-60.428368210966326,22.698968585542183,background,
100108,141.19840563607445,80.60034563446135,18.847194381223108,background,
100109,74.54055001789183,7.91516003129415,19.389594148583395,background,
100110,346.15826356952385,-9.926562091042655,20.934290402695698,background,
100111,191.28845943097028,-18.76001766112246,21.678911466618107,background,
100112,65.45435502144196,-12.53762417300392,18.992998647981935,background,
100113,200.94162620055866,-27.53957962580401,23.5972061407598,background,
100114,312.6805301698059,11.63517442131635,21.099765551125653,background,
100115,233.5258632086512,71.86480529205645,21.741031867484022,background,
100116,11.682387644643256,-47.59411891595805,19.861842694750184,background,
100117,92.30868997161905,78.11603534601346,18.786351784825744,background,
100118,165.72793432853769,37.740841830814404,23.90226949925491,background,
100119,5.1107884098205325,-43.62624022256475,20.69966204561316,background,
100120,233.38710982756854,1.9968878650316384,20.67310688695897,background,
100121,350.9655382116846,-15.99958494092725,20.668276661150013,background,
100122,129.4832020403044,33.702181822922924,19.87700518514532,background,
100123,65.43489519402992,0.7439115453188947,19.9368587606871,background,
100124,96.17186515343376,73.91969916909991,20.61403239673374,background,
100125,340.8768706827685,-40.46937975214776,20.387762078284542,background,
100126,17.64167218965848,13.098649803650247,22.916974112316314,background,
100127,56.433754314590146,33.0172947283087,21.5621077194524,background,
100128,2.4626693334108785,-5.936784026086485,22.113910495591195,background,
100129,244.3994413879626,-47.376434617887575,18.50377538068036,background,
100130,46.01226396973778,14.802740784465541,19.79924561066439,background,
100131,92.9881544859332,66.06208924390808,22.01560975050501,background,
100132,279.65569220650116,31.215551204057874,21.686996761531155,background,
100133,53.22687763045816,79.3577281490476,19.097358318412013,background,
100134,74.35238542992231,42.30470683891778,23.198706379494247,background,
100135,177.47377576491206,-5.057548098385851,20.94187493645897,background,
100136,101.44704614273728,-41.84513455529838,21.11524184762076,background,
100137,300.98840428630115,-62.138513727699845,19.80705352198415,background,
100138,303.18974311432123,-52.32490634984246,18.43513390172689,background,
100139,62.81945510326386,-21.833395995391328,23.058869190178473,background,
100140,92.0398403994532,-24.378043046424395,23.062083177989866,background,
100141,246.60219119874435,37.39557736897167,20.159954512674346,background,
100142,86.48820664714941,-5.435222139237325,20.73279343203817,background,
100143,181.84160006784228,87.90670200988279,20.79166518765554,background,
100144,341.5645791690905,-41.7515062718452,22.86879563491009,background,
100145,28.822824910427617,-4.598427627985814,18.05981540840711,background,
100146,201.2231664973357,-29.44912978747631,21.114130161471333,background,
100147,333.20988330849787,0.5478745602638497,21.972670954849075,background,
100148,180.61169976231295,40.584270321029294,18.67938733955475,background,
100149,210.80206565908088,3.8112704844367613,18.898662790085417,background,
100150,96.17949453167637,-45.98272026282612,19.363932426420163,background,
100151,326.0724446291212,85.51569054738263,19.393737924578716,background,
100152,84.80373645402045,77.85071155752885,23.157017853749387,background,
100153,109.21114159710136,-19.28896623334758,19.07790730773205,background,
100154,322.6450496926079,55.20740539411105,18.021937868067894,background,
100155,327.01149374870937,-73.2407118284898,20.808851651224415,background,
100156,328.1676794146989,-27.788369597857887,21.729043866828505,background,
100157,163.51719111548908,65.41740261391811,23.50176667861493,background,
100158,275.4383729879271,-12.101925292525138,20.905106989935582,background,
100159,169.7987458026577,12.892984805009789,18.278417316090753,background,
100160,269.9012688420756,-72.57262842230065,20.85634021290637,background,
100161,38.669157157039876,-71.79051392684259,18.067995559226926,background,
100162,315.0031319078293,-35.73788644607977,18.56733806864633,background,
100163,85.08117249675043,-72.38573951103899,21.456955978955797,background,
100164,194.61995795690245,62.928031496842465,20.88080963783024,background,
100165,119.784295434188,-77.18755746274448,18.537121180781053,background,
100166,234.2980621761581,-69.07073754728148,21.218462298480183,background,
100167,290.6920568346872,-70.31593744029381,20.383747757675433,background,
100168,252.46560315181827,52.027308756368484,20.105853743556548,background,
100169,254.41868773604165,-36.35292022299882,20.472579412248688,background,
100170,349.63916827877796,-11.153941794423574,23.166200399833443,background,
100171,39.66196329130791,39.8317084152888,18.938561512929713,background,
100172,286.48322322354073,-28.76107707803976,18.039152462573323,background,
100173,242.71114423137467,-65.97560172921688,22.835146232004373,background,
100174,227.68999286813187,-38.10675518023387,21.83073042391286,background,
100175,249.071006937904,-21.047513449228788,23.214594412348372,background,
100176,263.47437110257925,-20.917573936767468,23.669802381840455,background,
100177,28.65173305393528,79.27146611019796,19.56399829537261,background,
100178,94.04824768328966,86.7429580116497,23.387388628645514,background,
100179,22.481111231102684,57.7941051596834,18.554075033672593,background,
100180,205.43924843308406,-11.593951557712373,20.48908110180957,background,
100181,38.827175242431295,-42.78511235080088,23.033327394754647,background,
100182,86.5124317068028,28.68305455786502,23.458361027605182,background,
100183,123.07161663444613,-59.713120019159255,21.489907996038042,background,
100184,25.072512389375632,16.008484061258613,21.123932122404668,background,
100185,23.40028402159986,58.55551243613684,18.755643846285004,background,
100186,40.715906192576085,-61.86034108928905,20.622202352698626,background,
100187,358.96748189701174,49.033979932911166,22.567652738102474,background,
100188,322.73022861334636,24.519389160482064,22.384104584524657,background,
100189,338.80881054616094,66.14586422927505,19.72530023655266,background,
100190,228.6565159910166,73.71997711869645,18.10819205895138,background,
100191,330.8537797303216,71.98371780384093,20.68896524021401,background,
100192,333.90612565481683,-78.06776625962095,20.200835310840034,background,
100193,70.90330687513969,-15.703502350069172,19.36667004970681,background,
100194,334.04422675032976,59.10806620829632,19.937872400182847,background,
100195,173.06044432883036,77.68169640142531,22.24728417141921,background,
100196,171.58336427179455,47.4507538130982,19.54958614732298,background,
100197,331.24097279614637,-5.346679915516546,18.17398046601569,background,
100198,66.49700744515795,-18.813594954301777,19.04790039273221,background,
100199,272.08484743870883,83.58901538112679,18.687271797518893,background,
100200,135.37504479929632,79.669747828558,22.907908626463232,background,
100201,41.231832597485365,89.4582905062592,20.553335266180305,background,
100202,72.42226816100427,76.04980133445056,23.115996918610325,background,
100203,90.2093675739094,-18.408784387909975,20.56868141848345,background,
100204,157.83834418614907,-84.54721923366739,22.62385516208857,background,
100205,284.3588656626634,24.216288005899386,21.19626973223391,background,
100206,356.22718542031214,-42.736973141527734,19.528819596190175,background,
100207,339.63411861550276,-72.27096449770741,19.590739568674437,background,
100208,308.26264609683443,-69.77106451283231,20.086427013355895,background,
100209,142.4652708120187,-57.53592570930266,23.04909434437274,background,
100210,123.0162765630078,33.065918230431734,18.118099292288484,background,
100211,166.92329007834408,-74.06598326134889,21.653994666311572,background,
100212,283.06544133466,68.7100542329269,23.0321834417703,background,
100213,349.89283825284065,63.04813098046634,22.238212631101845,background,
100214,91.80131490038725,-42.74095859639996,18.235518318426,background,
100215,338.98854674641274,65.71125539718486,20.999863589774513,background,
100216,71.06534414299531,13.593639053902322,23.551587849941786,background,
100217,355.0975817864012,6.046151419873553,18.678634539010318,background,
100218,12.421395539397352,-38.13747680615548,22.610687402757705,background,
100219,187.8750397344877,24.649561909913444,19.40583059602307,background,
100220,109.34391207187633,-29.377330005220777,21.406968667033897,background,
100221,176.36174797830265,-84.21025134192635,21.747583509120926,background,
100222,181.28768268189293,70.92982893669958,23.618056520389366,background,
100223,26.26859985324758,57.80269880733235,20.95821072924123,background,
100224,184.73094054477974,-46.36461350030204,19.10598809392915,background,
100225,119.2369732643237,-68.64197342467459,21.422323952205183,background,
100226,15.110181447662164,-5.205086873187625,20.387718337208,background,
100227,172.03574776418304,-49.771023433948805,22.23357473865895,background,
100228,44.82189157164922,84.70801221434255,21.32958986624606,background,
100229,69.67561436624614,9.691252601172522,20.296756986479455,background,
100230,47.596148215307885,38.50462513505417,20.612616773412213,background,
100231,290.85546404257894,-59.9161648835542,22.190882806889324,background,
100232,188.93403013130683,7.908554212248276,20.351058077597116,background,
100233,75.82742001874834,80.792250924071,20.013245653119213,background,
100234,271.83382822733273,45.14604864739903,19.59326510881945,background,
100235,65.34286618373838,-87.48329166515434,22.630832810869407,background,
100236,208.25364950310922,-24.161126586656053,23.69761288220179,background,
100237,93.78628035694884,26.24226440311311,18.70559769959221,background,
100238,252.11028739817056,-53.694006726415424,20.578472286454,background,
100239,182.3404323732931,-74.55406109230101,23.81715913994404,background,
100240,344.0990986858764,54.06491765818731,22.007838364933107,background,
100241,353.4064221373376,-26.987163790508475,19.563335795918693,background,
100242,326.1950818717619,-66.46922701789057,21.428183818014944,background,
100243,254.45500020365182,-1.9277716493227501,19.145693153252658,background,
100244,146.95985613176353,-40.70834656213335,18.787939498585903,background,
100245,10.94306933214941,-11.9479343576987,21.417071216066528,background,
100246,179.46520595606054,-26.998746424077616,21.481993141547456,background,
100247,108.66208328910557,2.2379818624767296,21.725790577663155,background,
100248,126.41172860045234,-25.002064687235972,23.113285240337877,background,
100249,38.93772680466558,1.5977252536802382,20.78922558092606,background,
100250,130.72633577626894,81.28864124996184,23.677853395250324,background,
100251,274.9074895969683,33.837123874260556,19.93688698628306,background,
100252,119.6204653411188,72.13064582231704,18.593238173257816,background,
100253,19.202458681866066,-18.252060710677952,19.624402394530396,background,
100254,15.480779560045889,-68.08205203207822,23.19114486663837,background,
100255,90.26345736073961,71.0169934033064,22.290633681708535,background,
100256,23.46940878648877,-81.01395258059176,18.69334019301803,background,
100257,281.4285091734988,-26.038852520481548,21.445622281542523,background,
100258,248.2431879787074,-16.40814088948771,19.236876961680984,background,
100259,143.7477321692829,1.4209577156299673,22.861235097020014,background,
100260,189.864823381221,-61.13085590813916,22.2927417321589,background,
100261,285.19813193592665,46.46325716943207,23.463675044235632,background,
100262,242.88263712833825,-79.98504132083352,18.743635165586635,background,
100263,246.98633595217902,-10.798862652116512,20.275792756033127,background,
100264,161.11520476785873,75.06390813850015,20.80721948180359,background,
100265,161.24088414400674,-34.33160181740586,21.014391167061213,background,
100266,197.23349182939913,-85.68695067763143,22.58532290305385,background,
100267,114.39378245698353,-48.206738975347456,23.272500833006962,background,
100268,320.5132042369144,8.997914855871528,20.480499451043453,background,
100269,127.9956622524284,-48.67428439934706,19.05485930046354,background,
100270,232.71500807712115,-51.1226503686894,22.3718539423014,background,
100271,43.23265436575843,-88.98065990535659,18.310700663658405,background,
100272,296.63462104261646,68.18417245546675,22.091237660980603,background,
100273,248.59388092160358,8.370924860397537,22.205817927468722,background,
100274,272.40903837937213,-8.292099185358893,19.272967577586176,background,
100275,135.27336520942666,86.84687719099927,21.992428755829525,background,
100276,41.28815441187311,88.50856118173863,19.814806961909078,background,
100277,169.47367980037282,-20.083100178985745,22.924052300406423,background,
100278,244.2062266038072,47.51946887751774,23.951559709848667,background,
100279,88.49776774795788,41.187992416694186,22.486659829632604,background,
100280,62.15635289966362,-43.44475740528211,20.80836517677279,background,
100281,220.0699861399392,-57.86407718285133,20.256883860062942,background,
100282,213.295105667493,-36.398326818726204,18.332944326426365,background,
100283,22.245771866407477,10.228267958844754,19.02774332800604,background,
100284,76.84614581002877,-13.249818941503477,23.636885326289253,background,
100285,263.0038573560257,22.380394779216985,19.42572730536252,background,
100286,350.75434939358905,-86.90886168077348,23.685909918486534,background,
100287,98.84617044465479,-84.15336203353895,22.92511982816798,background,
100288,98.77767972147014,-44.460046707867534,23.853740222893926,background,
100289,358.218990892529,78.80705374186115,18.025690547016623,background,
100290,199.24612989297668,82.99869749469656,19.121006999606514,background,
100291,68.31488093256391,76.77011142795985,18.19329216270224,background,
100292,143.50836054439242,-28.94874839959607,20.617613166693378,background,
100293,301.72770921792994,-33.630994284807784,21.420619749283816,background,
100294,65.7701325760978,-33.975854535852555,21.05935545438523,background,
100295,265.51374751741633,-89.53065658932593,21.769436604223394,background,
100296,313.1133298443678,53.44408183367335,20.078970379060948,background,
100297,214.13631581660766,-85.05127986628057,18.38820198302393,background,
100298,307.66903445471576,-55.0202142107231,18.969657483572185,background,
100299,292.06398742057434,-51.04024498589913,22.81757904824566,background,
100300,117.38538083776439,-65.95951214457297,20.935633355385647,background,
100301,258.9107617849157,25.70463158091769,21.118454918623605,background,
100302,272.1144093614875,-76.86292686952149,23.191014948859554,background,
100303,207.8208248293743,31.75012249351819,22.580994452590232,background,
100304,268.41036176022885,85.98018918583085,21.569133008778138,background,
100305,346.6713392512149,59.67629504043754,20.781313339816116,background,
100306,287.54969362272027,-43.7193606592539,21.708256872490534,background,
100307,123.62764096800646,44.26598150860926,21.75646374633679,background,
100308,234.19979237240625,-18.924025834027418,21.650305300899152,background,
100309,210.78505529318866,-27.342801448582662,21.94435823696798,background,
100310,277.3761690604667,83.87103692026324,21.085958873459152,background,
100311,123.77264530863219,40.494744877570355,18.094169612054678,background,
100312,54.96596369458279,69.6190515376368,22.39142519407819,background,
100313,164.88857539209212,45.42505963153059,22.75620270336791,background,
100314,317.9211433467551,-6.094593367593461,19.253444592137562,background,
100315,193.64078987460422,-26.08848069032085,23.867856716117807,background,
100316,7.088152311270388,34.26796289365622,23.60710931042619,background,
100317,337.77164797746144,-87.76625128917128,19.03396741404435,background,
100318,35.80617508278835,-21.49633055194073,22.616274878779038,background,
100319,195.83048843153256,2.710862236416517,22.149205350461862,background,
100320,168.87707098253637,-13.17762536858649,21.089842709892633,background,
100321,125.19540752926605,32.364732772643734,19.578226794510197,background,
100322,276.457518582484,63.52638447212095,22.67335587061543,background,
100323,317.60566624489746,81.07952445870197,22.2988678014837,background,
100324,69.38766259645264,-35.54928713674592,18.790625331582216,background,
100325,38.39582506668862,83.5517270036072,21.4397199456425,background,
100326,145.865557368346,76.72094103704939,20.118926413695227,background,
100327,6.094566873192622,3.977142644662024,20.011487014201986,background,
100328,114.50755599412678,-62.800166724339576,19.738307508765214,background,
100329,265.9183392822571,73.31212106146293,23.52617709632281,background,
100330,124.75478511486878,69.77845147689507,21.8278762643593,background,
100331,356.6261189757084,-42.24119987831675,18.374048927456684,background,
100332,163.37372894077336,23.45112710934174,21.237453777372366,background,
100333,131.59036688662047,-76.25958441003849,21.931956428295916,background,
100334,359.80526418710474,37.825538861255055,22.57008813588191,background,
100335,59.83750867328669,-39.39245745949264,21.128004514300407,background,
100336,311.7029311511792,78.99899671270205,23.95634771756177,background,
100337,301.77157169402585,78.5658216073765,19.90449680229831,background,
100338,304.8322561182142,-46.50763108277082,22.150474275665403,background,
100339,11.257695989016266,-62.61904745840884,18.851310955874485,background,
100340,53.85515621312101,58.67526052502765,19.7478168522309,background,
100341,220.11632522621065,-77.59211361766397,23.18686142170697,background,
100342,343.28647346842706,-57.03563311708143,21.63620071512227,background,
100343,31.14333681830911,-79.74936923427933,20.245953387677122,background,
100344,287.3527682332778,-53.48865706547756,19.831017012271985,background,
100345,255.00921697391803,28.86955924884191,18.685768086854303,background,
100346,351.94153230855113,32.03964274366521,20.443478503572422,background,
100347,334.8096616397384,-68.77686387234884,19.39190990990213,background,
100348,92.54945586649255,45.185933076769544,20.037911070101732,background,
100349,17.213886987610255,39.22459231009287,23.46525125114732,background,
100350,310.2040750300224,-66.22581917748292,22.882813063560977,background,
100351,298.9024582904927,-31.571980689662908,20.51435039197857,background,
100352,9.666703452291232,-10.023972215987627,18.635438017048667,background,
100353,331.02910062689216,-37.239861755977095,19.936994336618813,background,
100354,58.848457718259766,-43.96818118076111,19.48425491719644,background,
100355,92.42787147644084,20.024887110070807,19.948321369338856,background,
100356,319.9419822786173,-21.49809606950106,23.451144183003073,background,
100357,82.55564686356782,-14.681887186086925,22.808659612368686,background,
100358,88.104411804593,70.40100140160772,18.659291818411205,background,
100359,283.24681526324736,76.22568680730907,21.595802334098234,background,
100360,214.01941166991307,69.09430744799266,23.46406643950983,background,
100361,9.055486736320738,47.437152316449556,23.49084741752992,background,
100362,178.6446625931824,72.04986488298451,19.934130560437058,background,
100363,219.55353057228808,0.3888100481066772,22.31119975782022,background,
100364,209.03248812958213,81.648606195143,21.902900099968125,background,
100365,350.53664459102464,-5.004593503538146,20.36157537164159,background,
100366,157.03462673365308,63.45414122791746,21.75238315900088,background,
100367,7.90940548890267,81.67849131830889,20.49534127927317,background,
100368,302.04489713752866,41.28219617935909,20.216160423669834,background,
100369,250.82676007547428,72.1129130270815,19.921510382221086,background,
100370,326.9839044554384,-14.997531522341163,19.886460158242773,background,
100371,323.59645460855694,49.23123278417029,23.22720621775014,background,
100372,106.95191514740668,-51.53019249203686,22.001371625222053,background,
100373,264.3564269586689,40.86224184595031,20.550409041696046,background,
100374,238.2557752760785,58.909851876949034,22.112439738241925,background,
100375,39.16650469714375,18.397523564676618,22.805626174925138,background,
100376,199.57105469822756,20.77302193699873,19.92950364217479,background,
100377,115.96757141387076,-30.466954158126256,21.38130948580263,background,
100378,80.03455531712146,-51.67332891313178,20.455136248318794,background,
100379,277.47816775581856,29.41999085501388,19.29486711851195,background,
100380,83.58427806609784,39.36516968655701,21.282667918429688,background,
100381,277.34818921605836,65.8738716301477,23.668420741703557,background,
100382,55.83369825756084,-41.76063921683454,20.359062189525602,background,
100383,53.52764209274276,-2.4623590951752306,18.848154785316897,background,
100384,215.94283961152112,-84.02466328819888,18.48954978232156,background,
100385,123.31412262345877,-86.06675210259982,20.160125627127023,background,
100386,158.87670155463405,-79.08300170398458,18.832435122658467,background,
100387,331.66310820483864,-44.69770730514415,20.131413103983014,background,
100388,340.99313371580456,66.95862731948401,19.503972208268802,background,
100389,17.671949981636615,64.30318480787889,19.23048950487645,background,
100390,212.82652336178637,84.44097556933295,18.940616624010012,background,
100391,57.13297644900112,-15.779841186001946,18.45115708621054,background,
100392,342.55074111058815,-55.67426463826175,23.493702552443395,background,
100393,84.56625400724589,31.81797742313529,20.58404142889473,background,
100394,197.1776549445249,79.6639917407197,18.998516627589616,background,
100395,20.522374073889257,-21.458927773420257,23.419240007494736,background,
100396,265.3267091248297,-71.16842690112078,22.160705046585246,background,
100397,255.09726876264074,-84.07605654811093,19.777045887609614,background,
100398,239.8546894290432,-42.34074036709028,20.448750805247624,background,
100399,53.93146587280397,-14.430485061500349,23.469647141744932,background,
100400,209.73662667085216,25.19980264741467,18.005143744129295,background,
100401,14.421802773809858,31.7244261711312,21.845234264716275,background,
100402,220.89030654811557,-80.61169844640074,18.59576007778082,background,
100403,32.28417239737684,25.692038148654788,18.932222135620993,background,
100404,336.4579397078112,53.38808216970784,18.333996876337196,background,
100405,228.9606494360258,80.31533111074177,19.24200498934827,background,
100406,88.97356211629186,72.79288270280068,23.456826415591095,background,
100407,81.13047311531656,29.042971214951336,20.812506362606484,background,
100408,239.8302354142439,-42.77733298798037,19.219835826017636,background,
100409,97.87832829463885,78.9143301800566,21.99418528844352,background,
100410,285.71939317288843,42.82630874619301,23.5527095536712,background,
100411,23.762315926775695,-20.92669748769036,22.498478151770364,background,
100412,10.357494163003063,-89.99832672439474,19.537455775537488,background,
100413,333.687743236285,43.91890212227122,19.856201202817868,background,
100414,205.825432017716,-33.80702097212803,22.47469294800763,background,
100415,165.54438661040922,-23.28064777562018,19.58709731151175,background,
100416,347.8722689590149,41.46713878395843,19.802874022118772,background,
100417,241.8656802791482,-1.5595885486385015,22.693616103613365,background,
100418,147.81746417360847,79.58638855191515,20.61560694534677,background,
100419,73.67527067267771,-78.30175313902168,18.476950490116124,background,
100420,181.82296230479855,-65.33801483608289,19.21137633679734,background,
100421,238.08535427229108,19.452680585834685,18.648897588079574,background,
100422,216.07903464399234,-41.70040827852144,20.30016311481022,background,
100423,120.79641458083398,-6.031627139355095,23.370776888956748,background,
100424,12.750830381110948,44.26504883974013,21.856476207801677,background,
100425,52.87482466877769,-25.728095024404908,23.145704998609673,background,
100426,346.6459522978311,78.31578240736641,18.97877023795793,background,
100427,2.663470149256626,-27.257848797468803,21.644614925370988,background,
100428,45.54924347360807,19.85540067721726,23.975439842318053,background,
100429,288.96163931371655,70.8267668975709,20.958453935358868,background,
100430,64.35946351817537,2.018532142649491,19.43791279809657,background,
100431,270.4428680069096,-39.25912129212017,19.314400931157596,background,
100432,125.3120516106059,-49.344807308009344,22.313458891951264,background,
100433,62.19194183666018,19.053534309101238,19.73296668018647,background,
100434,106.973754728037,-3.174945036346884,22.147062867464538,background,
100435,167.13608487340082,-76.28068917989133,21.31897967802834,background,
100436,126.3017633380035,-11.617220737953346,18.023771005625402,background,
100437,89.1540354508577,48.84843396964098,21.761374078864304,background,
100438,2.898943785101231,61.65486923176985,23.72852207367574,background,
100439,41.55611039406331,44.04253075641549,19.623209064803934,background,
100440,156.90227001643902,6.591762513892547,19.677167312470914,background,
100441,262.15999538670604,80.68386839447757,20.547671164720217,background,
100442,292.5828177953709,14.333502642590403,19.41456907718144,background,
100443,237.96847563295424,68.67310631645333,18.42051385451486,background,
100444,250.31091891367106,-77.28141731861048,19.70811411479667,background,
100445,132.1312232237709,64.6500352187264,19.8551555958567,background,
100446,234.57092481640987,-13.689088690652966,19.36844963665074,background,
100447,31.081208274576927,-48.56856589875703,22.5973899732223,background,
100448,132.44879271511383,20.958106141173914,20.496838890050924,background,
100449,356.289432403148,-65.89305123018212,22.563203928058172,background,
100450,180.48343695292058,22.323769199003493,19.249713516385402,background,
100451,106.38318781720564,-6.624741966219318,23.289001333569715,background,
100452,187.66324457970822,-5.199836350996563,19.84135909313448,background,
100453,238.17775738352748,81.60949305558015,19.487176779331822,background,
100454,58.181993317720135,23.665689330734992,23.53951972824369,background,
100455,232.19361433913105,-22.61109875136863,19.249606927605413,background,
100456,98.99680672437081,4.14744023067702,21.054027729372358,background,
